IntrusionsBndys_FaultedBndys,IntrusionsBndys_GeologicalBndys,IntrusionsBndys_IntrusiveBndys,IntrusionsBndys_UnconformableBndys,MetamorphicBoundaries_Faults,MetamorphicBoundaries_GeologicalBndys,MetamorphicBoundaries_MetamorphicBndys,MetamorphicBoundaries_Unconformities,RockUnitBndyFaults_LAO_Faulted boundary,RockUnitBndyFaults_LAO_Geological boundary,RockUnitBndyFaults_LAO_Intrusive boundary,RockUnitBndyFaults_LAO_Unconformable boundary,MetamorphicIsograds,vs_cluster_boundaries
8270.066693663723,838.2019489718936,5997.6759300408585,4807.288266456464,116627.54197055545,95740.08429350061,80359.23271653694,193032.94366327283,2571.2798703461476,838.2019489718936,5997.6759300408585,2943.796698891933,1161.8851348833239,149675.34390044105
7001.483511047606,5403.483542840437,7131.837785522763,1375.2533696588437,120371.28540152627,101727.12455711635,79693.68541602067,193915.54243436674,3141.268860137239,620.2055616354788,7131.837785522763,1375.2533696588437,4601.954095786953,149675.34390044105
1852.0054285840365,2444.3208355631978,132.60598026559447,3671.5184734300515,98139.23608049257,71234.37787768348,51710.6810806863,181524.0258262119,1852.0054285840365,2444.3208355631978,132.60598026559447,3671.5184734300515,5465.754781931584,112466.55664266583
1910.9496382937614,772.5188592611964,9448.061749619214,7410.9074256361855,100213.68683264162,76046.76563737613,58257.8528915314,181214.18265841162,1719.485008155597,772.5188592611964,9448.061749619214,7410.9074256361855,9452.176248680027,117215.47167800799
7132.117164646871,1410.7559250840063,9210.152154809275,1363.693097395736,103020.59707722263,81548.94027699236,71141.08209244076,181347.00674442502,523.7669810318471,1410.7559250840063,9210.152154809275,157.41873772452988,663.258895721476,122430.40697569503
4607.972366223365,3148.4042024014193,16306.563334068178,7339.924828449357,106502.06670984457,87611.03197030666,69450.34612882364,181968.97957544329,4465.359853883663,3148.4042024014193,16306.563334068178,4921.106548839088,7443.253479181768,138576.91263573215
4612.448372534413,3359.6273671646704,16757.529142338764,6644.804082696387,115948.53166206855,94124.91284922324,68597.68325731781,182906.19815385708,5100.636267606862,1629.988566895453,16757.529142338764,662.6966197629757,10199.697951257998,138576.91263573215
443.7563754608683,0.3438330877523007,2804.8783038637157,3996.611922114062,85262.5725194789,53694.026330015084,31763.795757172757,172514.96905887697,443.7563754608683,0.3438330877523007,2804.8783038637157,3468.0622519727403,3737.5826789897555,94411.8539426054
4687.318571452282,2642.030552546245,11223.325922677519,1712.5686624785665,85809.83223644305,57233.264747039306,37599.01481149585,171246.8098366014,3841.5718674468403,2642.030552546245,11223.325922677519,1712.5686624785665,3747.4495485204843,98424.36787206805
477.3491781272997,3.467947707251263,8656.638828425403,9884.656934315863,87270.52805124743,61861.13373365003,44458.14191596638,170446.9788399972,477.3491781272997,3.467947707251263,8656.638828425403,9884.656934315863,12069.53023432458,103054.95004805784
4157.407761383982,3798.320634185238,12468.641451485153,8187.695229383927,89599.99592465995,67353.60180213107,52481.687434568536,170116.53001550588,2554.0126069038783,3798.320634185238,12468.641451485153,8187.695229383927,10385.42285584302,108224.2891376034
13788.372718468156,2512.8014144954377,19753.131767651677,430.15734544884515,92732.78529025157,73517.1356769585,60440.036268027805,170258.19676797328,5086.619626688782,2512.8014144954377,19753.131767651677,430.15734544884515,1569.3552430067634,113859.02285678929
9912.914821193137,9597.110741878852,23302.100086778366,9065.902654924554,96590.76061037168,80197.15454521253,58512.80725048169,170909.6710227702,4442.281686949452,9597.110741878852,23302.100086778366,5576.899358182943,7069.429584363714,127478.66936661955
9694.628912916582,9258.163056378202,27515.570106029303,14236.066041371558,105134.31844514802,87275.13747360719,57502.80656003443,171908.49387850496,1427.983017481019,3744.4659783856378,27515.570106029303,876.8040201512123,16514.3197407155,127478.66936661955
15721.024866182013,14993.000109775357,30481.779305875243,17408.18779117131,107580.61596608539,107785.24673963741,57952.13815818787,173365.81588732117,10250.293526946718,1174.3563571690418,30481.779305875243,5743.829630686469,24424.335714274457,127478.66936661955
16106.977979793675,1879.4392583230224,1955.32164427522,26646.731612742497,78585.35436581327,40692.2951080642,15946.379031824712,170717.5640260855,3373.0074051462852,1879.4392583230224,1955.32164427522,19779.237036834835,7087.538024959132,75904.64880741121
13111.810378761873,5007.91767066091,5899.797559274727,22170.88086517042,76099.83998587108,39631.9352519759,14230.97033218144,165704.5695353168,2379.1567087022577,5007.91767066091,5899.797559274727,16280.755457046134,3006.486075806457,77833.35981155276
5958.108422280444,594.0255823026689,11084.894111700023,14990.072419184511,74606.42411849169,40574.329103445445,17594.432720244404,163411.24942069507,2714.329676823229,594.0255823026689,11084.894111700023,6006.9117020144895,1525.9196265138194,80709.15231496622
2659.3922184811886,1530.533210957268,12318.520912406484,9371.173158111333,74165.06447182123,43366.1873762326,23591.14517077117,161584.14354285627,1672.6275241508827,1530.533210957268,12318.520912406484,2359.0546970395967,3531.5912995905983,84435.30847032288
1368.2530295455342,1322.9234433941433,16404.11482842085,8600.321610882802,74794.38830979826,47683.75100815279,31543.966517281806,160229.29844511967,19.6928471028918,1322.9234433941433,16404.11482842085,8600.321610882802,11805.410692835916,88904.96822534816
2507.3220283898527,118.49227778843978,19754.35836856332,13630.697420326616,76467.9646714705,53156.5373018251,39209.307966986446,159373.0677738748,1365.091115477564,118.49227778843978,19754.35836856332,13630.697420326616,17207.569289294916,94012.140693474
3225.5358892481395,2555.3014582315964,21699.551368329994,11017.67524316496,79119.55388426992,59466.441325110274,48506.79582006301,159019.14758781352,3225.5358892481395,2555.3014582315964,21699.551368329994,10608.609395298785,10522.58537450821,99658.85793385428
7613.413356348004,1382.403506553532,26630.066260989126,6940.425550525514,82655.08229881749,66375.14509720668,49912.93798111522,159170.88899904382,2812.41396841939,1382.403506553532,26630.066260989126,4971.368156819613,4585.9644547574435,116380.61390603374
9438.920957810047,6102.815449843768,33088.96265824535,4554.3366010849995,92452.34380837913,73714.47096982141,47557.86982330407,159855.94491732577,4511.355864308193,6102.815449843768,33088.96265824535,4554.3366010849995,4105.592572512167,116380.61390603374
15864.840005172575,12322.87834598863,38467.207486931395,3313.02122202253,94386.24265605549,94939.08373317507,46409.72744303176,160924.77700173782,4457.174543717616,3085.1595175677594,38467.207486931395,2686.278002010468,12982.71519735773,116380.61390603374
2326.075770144848,2326.075770144848,6125.362113947533,35814.17039466447,61685.016276671726,39116.07495017515,24882.133770527573,143817.11601692578,1083.4665125172114,2326.075770144848,6125.362113947533,7487.265105433683,3030.849691059739,48035.054418706415
3017.0890401785296,2390.7232316862537,8225.65224887713,27366.773412065733,72098.79251465626,33684.025552518375,16288.745215594738,162352.8939942663,2765.538443477968,2390.7232316862537,8225.65224887713,14338.124537570662,4418.708115699046,63910.32895832975
7626.696258234161,3981.4736266664268,13033.942735913599,19335.196152571083,68217.65263127748,29968.88030786776,7862.871724964973,159936.75243135513,1325.206479544747,117.16315930315301,13033.942735913599,11073.17765548828,1981.5396233369859,64975.426001285174
7137.133157045881,1024.8307486764481,15539.838630883312,12424.435771937924,65335.085687397455,28534.29115326484,3322.4535603347076,155094.0509170601,3671.495328388206,1024.8307486764481,15539.838630883312,12424.435771937924,988.0732325019363,67221.34812360442
1268.0459308855588,1296.0177816396892,19745.361381101517,9259.935248574493,63587.04408219428,29831.035460243907,10503.485521828328,152638.18722731541,141.30808499599468,1296.0177816396892,19745.361381101517,7678.596231777148,4409.4333670578435,70535.38688335018
988.5077591160189,1076.080638964821,23325.52106994371,8650.900064976851,63067.9366710945,33534.27637172822,18583.510760302936,150677.94734398925,988.5077591160189,1076.080638964821,23325.52106994371,1746.942050126779,1050.7780516365153,74775.6575672791
1366.9156762116997,676.6870646212813,25721.260386215286,13733.206264428278,63807.76501255969,38963.7852324523,27408.21453218192,149223.90774291646,1366.9156762116997,676.6870646212813,25721.260386215286,8504.231423449386,6329.794857817966,79794.6330157715
2529.9235254581617,3312.9672559890423,30852.13195902466,18411.263604649706,65764.05395602432,45505.78917480341,35258.285142438195,148302.9527630125,2182.4523593303747,3312.9672559890423,30852.13195902466,17276.006781388707,13687.034326581874,85455.21305647057
787.0241263492657,977.8748965224448,32134.03130915415,9539.896681646967,68833.16141505106,52747.96632971819,44327.27841264159,147922.053730348,787.0241263492657,977.8748965224448,32134.03130915415,9539.896681646967,9752.326658549202,96059.20155151842
2140.9268245087283,340.81737225379675,35653.88210898143,813.4333573152642,72874.62095261856,60439.13541362401,39698.25214562111,148085.37843924947,2140.9268245087283,340.81737225379675,35653.88210898143,813.4333573152642,2825.677761263932,105282.74606463169
4864.289796788331,4875.794290479967,43509.640092158545,3537.612594238465,81540.57006331095,68428.05934925815,36689.23923241043,148809.00307013563,5125.216637103769,4875.794290479967,43509.640092158545,3537.612594238465,5826.213511486166,105282.74606463169
13621.178148281098,3914.846248135247,49483.943420891854,3925.010143841178,83729.70274595304,84093.65076998068,35319.96243231635,149958.07920117347,5725.968844904342,603.4907631626737,49483.943420891854,3493.2794157431,14782.123241846019,105282.74606463169
4523.42812231371,7840.365160018932,4345.584721796343,21922.144367351517,33712.98552653255,46477.12097685325,30511.301076593278,118255.39093504396,4523.42812231371,7840.365160018932,4345.584721796343,21093.262376283168,2479.2378513869116,21376.563949400796
11779.688936110972,6947.941357046978,10305.646671190201,30834.233469184364,40708.272518135935,51881.120016072164,38927.220023360365,123743.62318552274,2642.4416147592956,2755.592461980476,10305.646671190201,20288.334073743983,4961.89661838246,30288.689021800103
9227.752961811544,389.8919288508606,13451.398055715232,39746.397375221866,48342.96875733694,39667.20202760698,33220.16839656884,129619.6464276171,5100.099533208474,389.8919288508606,13451.398055715232,16499.643386019572,2447.660967727254,42055.51163627841
3244.0973530938722,223.36015635980317,16563.45848802775,33667.33145903073,56411.09882195791,31911.368952898945,24308.679569933658,135833.137581156,227.37212692894013,223.36015635980317,16563.45848802775,17070.806035236652,5678.609188147778,47218.64102817377
3956.088168497096,3351.661953827298,17541.515284821147,25203.161309065927,62636.085008270435,24947.24812276017,15397.050416616166,151793.03224911436,3956.088168497096,3351.661953827298,17541.515284821147,8331.54725815768,1318.8993179728877,52829.78665188214
6224.919207555834,5606.301268150901,24130.07128445743,16263.453385906329,58120.40749586057,19636.10224564129,6485.2833883022195,149202.61084916536,309.23698949855856,334.9583862723188,24130.07128445743,96.9539300729654,3596.0987565647697,54115.07240575074
3745.3876970268207,3523.475359098859,25718.48089943629,7429.44302843849,54703.797104559424,17437.119270354022,130.88381393248324,144669.71910426626,2045.8910057567653,37.72489413404302,25718.48089943629,5986.018403112868,5948.833157381135,56795.52429622352
833.0993565089326,602.2088010214892,29772.156708938826,191.42369179515526,52600.860397006116,19489.404630802404,6319.2120933371125,141915.36089347978,833.0993565089326,602.2088010214892,29772.156708938826,191.42369179515526,3035.6980987987063,60686.55197434705
6656.831884841821,522.2199789483016,34390.78909549735,3111.450356774285,51971.31230983842,24795.16921734652,14362.463644485999,139802.09983401062,915.3367235193944,522.2199789483016,34390.78909549735,3111.450356774285,1496.8835834698664,65573.00203773593
969.9969457243277,1098.422354096355,36060.83352568983,11169.993036313675,52867.81492826825,31763.870076864212,23117.219925316436,138233.48732980958,969.9969457243277,1098.422354096355,36060.83352568983,11935.774056936221,2978.672129665023,71250.36089006679
1936.5147420165167,2645.152545625206,41949.767990240034,17968.840494427273,55216.08523459822,39525.50491430623,31533.999072485756,137237.50671718357,1317.4792773109136,2645.152545625206,41949.767990240034,17968.840494427273,10490.127050443652,82012.80032691761
9181.668766981848,510.42737686367406,42902.574030744814,9172.671515833139,58842.56679881862,47694.508073307166,36005.544104979286,136825.27281096828,6196.2784112631325,510.42737686367406,42902.574030744814,9172.671515833139,1631.0524347959965,86656.39790178371
3805.9669727794453,195.50495621805698,45602.052097607804,759.5679714177951,63528.73524940513,56093.175586162535,30115.361830404356,137002.05556659115,3805.9669727794453,195.50495621805698,45602.052097607804,759.5679714177951,5739.129069229327,94185.06565079933
5134.969060684019,6282.437073012097,49764.763245082744,1740.7865969860404,70686.94303280198,71545.55748518916,26015.072358903937,137770.43192049486,5134.969060684019,6282.437073012097,49764.763245082744,1740.7865969860404,2999.096500748496,94185.06565079933
13885.530997584074,7510.801100255455,56998.92441226854,3934.6710561869104,73204.5992623019,73323.97798215265,24237.80300738686,139012.38331914393,8412.247948487859,921.2188189577306,56998.92441226854,3934.6710561869104,7466.797392016004,94185.06565079933
10484.004348033803,1730.4189338440083,3588.1865572857323,9662.21455430639,13685.859366059356,28870.480144832698,9898.32746936172,99070.27920176018,10484.004348033803,1730.4189338440083,3588.1865572857323,9662.21455430639,8379.761089971893,3571.8440284334456
9956.967767179287,323.0829009515905,6662.738089031794,16142.192784257253,19738.28948543886,32344.204466208237,18574.262346414966,104034.24355833203,4674.807445348958,323.0829009515905,6662.738089031794,16142.192784257253,12003.156482539689,12495.634684690194
1407.212027413586,1144.3307151984234,11360.893011316264,24062.440415420984,27429.425728774553,37664.02495255111,27253.133987903915,109508.72050622496,1407.212027413586,1144.3307151984234,11360.893011316264,24487.760159738085,3401.848017368953,25381.547394114623
4473.230826072557,4406.043440169847,17297.01329565247,32521.789292984067,35692.914419069326,44167.83737302767,35674.39846846509,115421.08588976675,1698.0121459880984,2818.199546683782,17297.01329565247,29890.357343145726,2427.068216853319,28040.73040898318
3224.9578981625664,472.83106263553714,24543.623019881285,41246.40036698957,44210.35113136694,36177.287056807494,32631.28655472405,121707.5347197884,3229.836523232623,472.83106263553714,24543.623019881285,27456.752081955172,1607.9665951994193,32986.04719697065
2960.961204104859,371.2383332226716,25936.197098506625,32387.819710572923,52854.697927438356,27439.41688941629,23709.296398483464,128313.09007483456,2088.459228370211,371.2383332226716,25936.197098506625,19128.301410567507,6033.167726938794,41634.19089908738
6882.450941477858,7080.466361204253,28178.978317801284,23478.31799496202,53801.97225312268,18879.501933605276,14787.042216221242,141315.77807692648,3356.5930540656136,7080.466361204253,28178.978317801284,11765.120777320808,9079.02292153177,41758.5339571908
163.26581791570692,1525.5825688273908,31403.98756300664,14531.845966728026,48462.834583370546,10924.216849891387,5864.526462421331,138525.94361121958,163.26581791570692,1525.5825688273908,31403.98756300664,8001.692741566009,1870.6314099707301,43375.20543669749
5106.025285794684,339.03276785787796,36262.2777312194,5615.490632647352,44302.0218232377,6341.914520015685,325.9284541592646,136273.43924248376,83.77025635229055,339.03276785787796,36262.2777312194,5615.490632647352,7196.905678191057,46680.672799131695
3173.337640141972,1075.5240035600677,40363.17045018137,2801.22019198278,41673.98519489977,10775.079970724986,3233.4314084396105,131255.0352599352,2654.0912655943885,1075.5240035600677,40363.17045018137,2801.22019198278,424.3374314098095,51349.83091061308
1993.422786218032,1871.1017580047217,45471.67051356241,11439.90797168768,40875.44854760062,18744.916625071786,12120.159747562227,128964.23078662394,584.3479922099617,1871.1017580047217,45471.67051356241,1984.0567499695264,129.53571069995493,57048.81870214981
3544.034263830546,1627.693457905423,46749.159960302866,17324.147550790898,42010.86722394671,27313.518184428212,21039.015031370323,127268.4377997287,3544.034263830546,1627.693457905423,46749.159960302866,9216.198757285274,6629.327166519642,68040.64993816962
2873.009215160564,2264.663080868875,49615.65855632736,19389.658092347614,44933.87311188019,36056.497978173495,32648.185052788205,126177.908359669,2779.112449098769,2264.663080868875,49615.65855632736,17958.10231111518,14321.922593774814,72480.19947132687
7127.00065623741,2511.2828122355413,53804.857967960175,11735.31929413627,49327.699949111826,44872.03591155759,29567.067266181955,125728.83786433407,686.3679813380344,2511.2828122355413,53804.857967960175,11735.31929413627,7605.803598796417,83087.57247065811
7145.94837874668,407.7995891707786,55983.85041961373,5262.14795183322,58209.66371051291,59764.87998932455,22005.460161227984,125921.44829958653,6168.251909820308,407.7995891707786,55983.85041961373,5262.14795183322,3824.765645958302,83087.57247065811
13594.815242801988,1572.7970889439357,59428.067570710846,3531.6896459067216,59922.96238028669,60575.859897092116,15930.776502982688,126742.36918669823,7531.856229609425,1572.7970889439357,59428.067570710846,3531.6896459067216,6613.097142675004,83087.57247065811
18747.696745363075,4268.529512038403,63933.3514187871,4307.2158106225725,62876.87169386546,62669.03588545089,13181.971074422547,128093.0244757785,672.9878081575464,1502.3456586554732,63933.3514187871,960.2914903013973,2272.693075891345,83087.57247065811
2908.665079156547,4056.0010767891968,4832.14343983636,19411.157892757623,2199.1889917749804,16869.87392939769,1806.919320463707,84957.58989182043,896.6493306604375,3662.9321068027134,4832.14343983636,916.5089436158851,2045.899019052346,5343.925063325872
9157.127293192692,4690.647397414543,11323.563388833812,19960.654151830728,6845.4741296757975,18371.59813636042,6906.493348779149,89812.34123975207,6845.4741296757975,4690.647397414543,11323.563388833812,4675.050788860026,6701.747118185827,3591.4759915822806
13345.099531977387,351.35764052228257,15175.491144357271,23891.720204924284,15663.717453401416,23461.33626334902,15819.595405103712,95266.79609675873,6655.836852056478,351.35764052228257,15175.491144357271,13518.953110854207,15451.14561297261,13943.867969505109
5586.676433882866,3638.97006830707,21518.46651177274,30047.340362497227,24594.469963925185,30386.64935533011,24749.061740553778,101224.05048840694,5586.676433882866,3638.97006830707,21518.46651177274,22435.95223467722,9969.015753287022,14469.746019990502
2170.1977937037113,2427.9334455150374,25458.825536311855,37161.7307756186,33357.27288451768,38160.94460372993,33681.873923354055,107600.61924049105,2170.1977937037113,2427.9334455150374,25458.825536311855,31363.758216350474,4421.85201232177,18751.464304556168
9135.311786517748,3076.4662593973508,34233.95731895325,41855.827658468945,42205.14330460012,35922.27248711752,34489.90789757592,114326.35567835598,60.51174332157035,2804.618288266688,34233.95731895325,32584.70176345324,1012.4265462817107,25569.622390050023
846.9775993548899,194.24033322083258,36606.27565089287,33110.79243438019,53440.59693062299,27088.987555846797,26192.47896094127,121343.20674495304,641.2262374217107,194.24033322083258,36606.27565089287,25974.479849318894,4412.74906096285,30536.884756488213
3472.3659320175684,2551.8358562717635,39072.996874354685,24500.60284293852,45960.228709933,18352.44739579561,17967.441567236292,130940.91475255696,2263.2275121806238,2551.8358562717635,39072.996874354685,20958.69744746291,12000.718042016684,30706.4174130971
4217.151931508512,2213.703268371476,41462.08926980989,16188.350599580359,39568.03453650223,9970.322408842268,10237.961305563225,127921.09353537792,4217.151931508512,2213.703268371476,41462.08926980989,19096.090540438872,5099.57156930879,32873.93588735405
6139.369788632941,872.8220203789595,47117.09960101673,9083.8768637685,34338.78424020208,4647.420356263152,4647.420356263152,125475.18728953817,75.23891264911383,872.8220203789595,47117.09960101673,9083.8768637685,3226.641686719773,37131.63157427754
3505.591006071835,5930.862468307993,49609.81552195191,3505.591006071835,30869.261070685436,9933.50784436387,10343.667144046036,120796.83059110149,1067.130183313138,6269.7616372413195,49609.81552195191,3505.591006071835,8630.983632302372,42861.0657356829
7955.32664603236,2555.437777157511,53688.539058077105,9801.390749775093,29780.98604152054,18282.496410962904,15243.244654109016,118174.7367975121,2182.001684903065,2555.437777157511,53688.539058077105,3611.6507593256397,556.382848134304,54205.882161028225
299.20907559646224,2320.039735128745,57592.28696941968,18424.519945917094,31323.15000343214,27007.750640911185,18425.49288762653,116319.35039510798,299.20907559646224,641.136064009096,57592.28696941968,11431.225305093505,7392.701115400023,58329.46943002805
9882.978898123634,7234.2446558492275,59945.4850740861,13894.727418741295,35151.22994638102,35835.46995115305,24854.71573550278,115125.78864246796,6165.442787055796,7234.2446558492275,59945.4850740861,13894.727418741295,14903.149861825159,63458.51692896203
5128.104968382925,5128.104968382925,64773.29059007146,7565.722962219983,40624.064004454056,49311.013751975515,26425.970652500797,114632.7947868876,5176.037101567195,5128.104968382925,64773.29059007146,7565.722962219983,10343.673259133964,71990.26632805873
2048.357010990293,2481.1934728051474,66596.69604836448,6957.7191219302695,47207.48057268103,48669.38797322099,17545.783873776305,114844.28820265166,2048.357010990293,2481.1934728051474,66596.69604836448,6957.7191219302695,7830.068172543322,71990.26632805873
9499.950762264953,1036.3891371179316,69520.80283280078,13520.944492887105,49307.24689462224,49663.160571840395,8780.931500218858,115727.76498866055,5146.441381985943,1036.3891371179316,69520.80283280078,6950.4867121023135,7477.6271974356005,71990.26632805873
16745.49458519295,701.291982590242,73414.20190071815,13118.201005440069,53456.51253303803,52199.00907952042,2271.4866160339493,117207.31041901496,6748.196010183559,701.291982590242,73414.20190071815,5004.5611097558185,1300.6545289252151,71990.26632805873
5048.019202383756,5048.019202383756,10595.944852048971,30818.59886633479,5532.750070198658,9371.714797648916,5831.535589649904,81017.96850602842,5075.323874258686,5048.019202383756,10595.944852048971,10660.819197916077,7366.650396579239,2686.6505727795416
