Gravmap2019-grid-ausdrape_ellips_dx,Gravmap2019-grid-ausdrape_ellips_dy,Gravmap2019-grid-ausdrape_geoid_dx,Gravmap2019-grid-ausdrape_geoid_dy,Gravmap2019-grid-dem_ellips_dx,Gravmap2019-grid-dem_ellips_dy,Gravmap2019-grid-dem_geoid_dx,Gravmap2019-grid-dem_geoid_dy
2.6114142,3.8704612,2.5903559,3.885082,0.494288,-5.733774,0.47323132,-5.7191534
3.2700708,3.2545877,3.2486248,3.268854,3.897994,-7.4969172,3.876547,-7.4826503
3.9569333,2.6590085,3.9346924,2.672924,7.503167,-7.9800406,7.480925,-7.9661245
4.415302,2.2594264,4.3919053,2.2730236,13.22672,-6.2705784,13.203322,-6.25698
4.488836,2.238072,4.464019,2.2513075,8.53373,-6.4854193,8.508914,-6.472183
4.4419436,2.32626,4.4156404,2.3395925,-1.2273993,-10.815265,-1.2537042,-10.801931
4.382518,2.430133,4.3544145,2.4438765,-1.7126504,-20.883669,-1.7407522,-20.869926
4.2974515,2.570262,4.266902,2.5847926,-10.077873,-28.166107,-10.108423,-28.151579
4.1900396,2.759977,4.1559796,2.775394,-6.3685107,-42.702972,-6.402569,-42.68756
4.0930896,2.9114811,4.0554733,2.9272377,12.792161,-41.208157,12.754545,-41.1924
4.0102262,3.0240579,3.9697387,3.0399182,2.0634649,-35.46894,2.0229778,-35.45308
3.9162097,3.137164,3.8730392,3.153162,-11.104054,-31.242601,-11.147224,-31.226603
3.7996197,3.2777524,3.7535143,3.2939556,-6.1825657,-22.132893,-6.228672,-22.116686
3.6327915,3.4660861,3.5830066,3.4825137,-1.2058601,-26.351145,-1.255644,-26.334713
3.4467301,3.6570797,3.3935297,3.6734564,11.716467,-22.29464,11.66327,-22.27826
3.2678552,3.8172293,3.2120004,3.8332891,21.521383,-25.274902,21.46553,-25.258842
3.0879247,3.962581,3.0301533,3.978251,14.298812,-24.725965,14.241042,-24.710297
2.8759003,4.1110387,2.816516,4.126286,0.116394676,-18.922949,0.05700916,-18.907705
2.6421163,4.2567067,2.581766,4.271624,0.6057501,-19.436842,0.5453989,-19.421925
2.4348001,4.3741393,2.3740392,4.388782,-3.3721037,-19.304173,-3.4328616,-19.289526
2.2376683,4.4771767,2.1771195,4.491621,5.0534334,-18.026716,4.9928827,-18.012272
2.0019062,4.581839,1.9422281,4.5960846,13.910379,-11.267008,13.8507,-11.252764
1.7137487,4.682478,1.655683,4.6965017,22.874771,-7.0415206,22.816704,-7.027496
1.3205829,4.785503,1.264808,4.7993135,34.818867,2.2755663,34.763092,2.28938
0.7959878,4.8935843,0.74317473,4.9072094,33.307076,11.24451,33.254265,11.258135
0.24493101,4.947209,0.195669,4.960695,30.266127,14.786963,30.216864,14.800448
-0.31665912,4.9377537,-0.36185947,4.9511743,19.89568,16.423779,19.85048,16.4372
-0.8621389,4.8659635,-0.90284824,4.879409,26.399204,18.186888,26.358494,18.20033
-1.3865025,4.741141,-1.4224306,4.754719,9.497156,15.225262,9.461227,15.238838
-1.8689914,4.575299,-1.8999276,4.589133,-1.710752,5.7370443,-1.7416888,5.750876
-2.2917292,4.381536,-2.317617,4.39576,-5.836021,-0.70047003,-5.8619075,-0.68624854
-2.6630445,4.1707287,-2.683891,4.18548,-12.927527,-3.1318579,-12.948372,-3.117106
-2.9803088,3.9556062,-2.9962711,3.971036,-14.205114,-8.909237,-14.221079,-8.893808
-3.2522776,3.7427673,-3.2635589,3.7590125,-11.287956,-10.337366,-11.299237,-10.321119
-3.479815,3.525102,-3.4867477,3.5423043,-10.326286,-8.52129,-10.333217,-8.504085
-3.622273,3.1556516,-3.6251945,3.1739383,-2.2588286,-9.717227,-2.261752,-9.698941
-3.728708,2.6638436,-3.7280605,2.6833258,-2.7449334,-6.276739,-2.744285,-6.2572575
-3.852887,2.213578,-3.849088,2.234347,3.9549558,-8.544608,3.9587548,-8.523839
-3.9872262,1.855636,-3.98076,1.8777637,4.105105,-9.564645,4.1115713,-9.542518
-4.119023,1.5868773,-4.1103296,1.6104069,-14.2657,-11.859621,-14.25701,-11.836092
-4.2356863,1.3955308,-4.2252326,1.4204801,-19.270521,-6.8490176,-19.260069,-6.8240685
-4.3376985,1.2588149,-4.3258896,1.2851677,-18.06434,-4.358068,-18.052532,-4.331715
-4.423915,1.1644237,-4.4111404,1.1921413,-22.218792,-6.8934975,-22.206018,-6.865779
-4.495374,1.0980057,-4.4819503,1.1270201,6.348493,-2.039865,6.3619146,-2.0108519
-4.5544047,1.0519395,-4.540594,1.0821615,13.015351,-4.9153666,13.029164,-4.8851447
-4.603234,1.0227423,-4.5892153,1.0540662,10.154891,-5.592757,10.168912,-5.5614343
-4.645238,1.0033033,-4.631098,1.0356164,15.651714,-4.191599,15.6658535,-4.159288
-4.68015,0.9914993,-4.6658945,1.0246787,13.562941,-4.823334,13.577198,-4.790155
-4.710221,0.9856046,-4.6957407,1.0195411,5.778512,-2.9130325,5.7929916,-2.879096
-4.736727,0.98298156,-4.7218475,1.0175712,-6.5093513,0.25176096,-6.494472,0.2863512
-4.759342,0.9820166,-4.743771,1.0171795,-20.351759,-5.1825237,-20.336185,-5.1473603
-4.7790895,0.98395145,-4.762496,1.0196265,-23.76562,-4.6293654,-23.749025,-4.5936913
-4.7963176,0.9872056,-4.7782817,1.0233582,-30.751186,2.340467,-30.733152,2.37662
-4.8120656,0.9908198,-4.7921643,1.0274476,-12.046803,2.5987027,-12.026901,2.6353304
-4.8266525,0.9951748,-4.8044147,1.0323033,-17.087053,10.272216,-17.064816,10.309345
-4.8405676,0.99962276,-4.815548,1.037306,-12.860908,6.084767,-12.835888,6.1224484
-4.8535705,1.0032105,-4.8253255,1.0415348,-10.295606,-2.014237,-10.267359,-1.9759136
-4.8662186,1.0051478,-4.8343368,1.0442288,-29.802906,-3.5913086,-29.771027,-3.5522296
-4.877895,1.006881,-4.842,1.046864,-24.348366,-0.18576382,-24.312471,-0.1457802
3.0722747,3.460981,3.0517352,3.4773219,1.8589928,-5.4074936,1.8384535,-5.391152
3.6630971,2.9245172,3.6420307,2.9404736,4.504002,-5.850628,4.482936,-5.834672
4.1863437,2.4756596,4.1643906,2.4912753,4.7151303,-5.69574,4.693177,-5.6801248
4.4490557,2.29363,4.425899,2.3089678,10.487857,-0.5916996,10.464702,-0.57636094
4.410621,2.3755953,4.385905,2.3908226,11.188266,-0.45716628,11.163549,-0.44193858
4.36036,2.4671497,4.333781,2.4824052,2.8659668,-2.9738421,2.8393855,-2.9585874
4.29321,2.580059,4.264572,2.5957222,-1.7200475,-3.2644777,-1.7486866,-3.2488134
4.2117343,2.716472,4.1805444,2.7327397,-2.2884572,-4.8706274,-2.3196468,-4.8543596
4.121046,2.858953,4.086832,2.875658,1.0579996,-11.786936,1.023787,-11.770229
4.0342054,2.9879165,3.9967105,3.00473,11.059219,-14.425765,11.021724,-14.408951
3.9424143,3.1043534,3.9018977,3.121214,-2.183165,-17.51626,-2.2236807,-17.499397
3.8415189,3.224261,3.7981894,3.2412257,-8.764399,-14.132443,-8.80773,-14.115477
3.7098703,3.3774116,3.6634412,3.3946116,-3.8430974,-14.411544,-3.889526,-14.394343
3.5531948,3.54282,3.5034716,3.560032,-1.6640846,-18.458664,-1.7138062,-18.441452
3.3800313,3.7150311,3.3272495,3.73206,10.986503,-17.572628,10.9337225,-17.555601
3.2029176,3.8649666,3.1475947,3.8815758,16.183287,-19.126106,16.127964,-19.109495
3.0177352,4.0072393,2.9604502,4.0233383,9.864849,-18.328053,9.807564,-18.311954
2.7962518,4.157977,2.7373796,4.173543,-3.3776865,-13.134214,-3.436559,-13.118651
2.553098,4.303429,2.4931908,4.3184385,0.2509276,-14.298957,0.19101785,-14.283948
2.3410733,4.4229965,2.2807026,4.437448,-1.2607507,-14.392184,-1.3211213,-14.377733
2.135311,4.527708,2.0751722,4.541549,2.3099988,-17.791832,2.249862,-17.777992
1.9047427,4.6219387,1.8455079,4.635129,15.180154,-21.627289,15.120915,-21.614096
1.6165998,4.7152433,1.5589755,4.727773,20.665041,-24.037317,20.607416,-24.024788
1.2041161,4.8229055,1.1487609,4.834789,23.552616,-20.405203,23.49726,-20.39332
0.71944904,4.9141216,0.66700643,4.925402,25.819859,-0.79246074,25.767418,-0.7811804
0.22457051,4.958661,0.17560413,4.9694176,22.710735,7.8815484,22.661768,7.892305
-0.27977997,4.9514055,-0.32478052,4.9617367,18.632013,14.58997,18.587013,14.6003
-0.7716252,4.892845,-0.812262,4.902883,18.425875,23.138847,18.385237,23.148888
-1.2518142,4.7895985,-1.2878056,4.7994924,20.133999,20.956652,20.098005,20.966545
-1.7023803,4.6509404,-1.7335324,4.66086,6.7771373,9.244792,6.7459836,9.254712
-2.1030624,4.485576,-2.1293244,4.4957004,-5.6946273,2.6162443,-5.7208924,2.6263704
-2.4605017,4.303123,-2.481891,4.3136444,-10.75846,2.2909245,-10.77985,2.3014464
-2.7720325,4.098142,-2.78871,4.109252,-8.195658,-4.3080807,-8.212335,-4.2969713
-2.854051,3.526816,-2.86621,3.5387044,-9.631624,-6.5944247,-9.643784,-6.582538
-2.846457,2.6409748,-2.8544226,2.653822,-12.54086,-9.771909,-12.548823,-9.759063
-2.946888,1.765781,-2.950983,1.7797552,-4.165176,-9.115257,-4.169271,-9.101284
-3.1678913,1.0652921,-3.1685367,1.0805464,-3.2347455,-11.478283,-3.2353911,-11.463031
-3.4377913,0.57178414,-3.4353867,0.5884419,3.813557,-10.258282,3.8159626,-10.241623
-3.7027922,0.2629597,-3.6977901,0.28112406,7.7400403,-8.601497,7.745041,-8.583332
-3.9338145,0.087351024,-3.9266288,0.10709031,-15.197652,-9.474916,-15.190469,-9.455175
-4.121535,0.0022518248,-4.1125984,0.023605712,-22.132792,-6.633947,-22.123852,-6.612592
-4.2718782,-0.03059804,-4.2615657,-0.007630528,-20.760065,-3.1900654,-20.749752,-3.1670978
-4.388981,-0.030575376,-4.3776526,-0.0060224053,-17.703836,-4.2951565,-17.692509,-4.270605
-4.4807925,-0.010506304,-4.4687357,0.015564612,4.965365,-5.289736,4.9774218,-5.2636647
-4.5525246,0.020320984,-4.5399795,0.0478242,17.5417,-7.05765,17.554245,-7.0301466
-4.6104727,0.05806629,-4.5976033,0.086886056,12.242083,-9.432028,12.2549515,-9.403209
-4.6582527,0.098210424,-4.6451383,0.12822418,10.06264,-8.732349,10.075753,-8.702335
-4.6975193,0.13974379,-4.684165,0.17081523,12.846483,-3.618257,12.8598385,-3.5871851
-4.7298574,0.1828861,-4.7161603,0.21488519,2.4980285,-2.3536863,2.5117242,-2.3216872
-4.7573457,0.22532706,-4.7431445,0.25813177,-8.074887,2.5042272,-8.060687,2.5370305
-4.7805047,0.26683906,-4.7655272,0.30034396,-17.425533,6.2725916,-17.410553,6.306095
-4.799883,0.3072963,-4.7838254,0.3414177,-27.492447,6.4113827,-27.47639,6.445504
-4.817036,0.34576675,-4.799507,0.38045108,-32.334824,5.46928,-32.3173,5.5039644
-4.8323183,0.38090762,-4.8129253,0.41613156,-17.502302,6.7627897,-17.482908,6.7980137
-4.8464975,0.41456568,-4.8248014,0.45033956,-18.309872,3.0096629,-18.288176,3.0454361
-4.8593364,0.44750765,-4.834924,0.48387295,-11.031711,10.141256,-11.007298,10.177619
-4.870993,0.47914848,-4.8434515,0.5161798,-6.1393404,12.035287,-6.111796,12.072317
-4.882454,0.50822777,-4.851403,0.54603505,-25.15631,11.493938,-25.125261,11.531745
-4.893361,0.53553414,-4.858458,0.5742594,-25.030758,3.6261303,-24.995855,3.6648552
3.5760188,3.0508265,3.55591,3.0685363,1.9593601,-2.9900632,1.9392525,-2.9723535
4.07857,2.6196692,4.0578103,2.6370745,4.5881624,-2.5943909,4.5674014,-2.5769858
4.3959923,2.3759718,4.374246,2.3931797,3.392937,-0.16786642,3.3711913,-0.1506584
4.3712544,2.441808,4.3482003,2.4589245,6.266264,3.9237792,6.2432094,3.9408956
