X,Y
149.79928648309067,-37.40526743712504
149.89928648309066,-37.40526743712504
149.49928648309069,-37.30526743712504
149.59928648309068,-37.30526743712504
149.69928648309067,-37.30526743712504
149.79928648309067,-37.30526743712504
149.89928648309066,-37.30526743712504
149.2992864830907,-37.20526743712504
149.3992864830907,-37.20526743712504
149.49928648309069,-37.20526743712504
149.59928648309068,-37.20526743712504
149.69928648309067,-37.20526743712504
149.79928648309067,-37.20526743712504
149.89928648309066,-37.20526743712504
149.99928648309066,-37.20526743712504
148.9992864830907,-37.10526743712504
149.0992864830907,-37.10526743712504
149.1992864830907,-37.10526743712504
149.2992864830907,-37.10526743712504
149.3992864830907,-37.10526743712504
149.49928648309069,-37.10526743712504
149.59928648309068,-37.10526743712504
149.69928648309067,-37.10526743712504
149.79928648309067,-37.10526743712504
149.89928648309066,-37.10526743712504
148.79928648309073,-37.00526743712504
148.89928648309072,-37.00526743712504
148.9992864830907,-37.00526743712504
149.0992864830907,-37.00526743712504
149.1992864830907,-37.00526743712504
149.2992864830907,-37.00526743712504
149.3992864830907,-37.00526743712504
149.49928648309069,-37.00526743712504
149.59928648309068,-37.00526743712504
149.69928648309067,-37.00526743712504
149.79928648309067,-37.00526743712504
149.89928648309066,-37.00526743712504
148.49928648309074,-36.90526743712503
148.59928648309074,-36.90526743712503
148.69928648309073,-36.90526743712503
148.79928648309073,-36.90526743712503
148.89928648309072,-36.90526743712503
148.9992864830907,-36.90526743712503
149.0992864830907,-36.90526743712503
149.1992864830907,-36.90526743712503
149.2992864830907,-36.90526743712503
149.3992864830907,-36.90526743712503
149.49928648309069,-36.90526743712503
149.59928648309068,-36.90526743712503
149.69928648309067,-36.90526743712503
149.79928648309067,-36.90526743712503
149.89928648309066,-36.90526743712503
148.29928648309075,-36.80526743712503
148.39928648309075,-36.80526743712503
148.49928648309074,-36.80526743712503
148.59928648309074,-36.80526743712503
148.69928648309073,-36.80526743712503
148.79928648309073,-36.80526743712503
148.89928648309072,-36.80526743712503
148.9992864830907,-36.80526743712503
149.0992864830907,-36.80526743712503
149.1992864830907,-36.80526743712503
149.2992864830907,-36.80526743712503
149.3992864830907,-36.80526743712503
149.49928648309069,-36.80526743712503
149.59928648309068,-36.80526743712503
149.69928648309067,-36.80526743712503
149.79928648309067,-36.80526743712503
149.89928648309066,-36.80526743712503
148.19928648309076,-36.70526743712503
148.29928648309075,-36.70526743712503
148.39928648309075,-36.70526743712503
148.49928648309074,-36.70526743712503
148.59928648309074,-36.70526743712503
148.69928648309073,-36.70526743712503
148.79928648309073,-36.70526743712503
148.89928648309072,-36.70526743712503
148.9992864830907,-36.70526743712503
149.0992864830907,-36.70526743712503
