IntrusionsBndys_FaultedBndys,IntrusionsBndys_GeologicalBndys,IntrusionsBndys_IntrusiveBndys,IntrusionsBndys_UnconformableBndys,MetamorphicBoundaries_Faults,MetamorphicBoundaries_GeologicalBndys,MetamorphicBoundaries_MetamorphicBndys,MetamorphicBoundaries_Unconformities,RockUnitBndyFaults_LAO_Faulted boundary,RockUnitBndyFaults_LAO_Geological boundary,RockUnitBndyFaults_LAO_Intrusive boundary,RockUnitBndyFaults_LAO_Unconformable boundary,MetamorphicIsograds,vs_cluster_boundaries
9037.843991417716,2310.0625416615835,21980.244108613235,86926.78210974077,17721.307819043617,2310.0625416615835,201.90222314640573,86926.78210974077,6744.180960869116,2310.0625416615835,21980.244108613235,8143.998901882872,19786.241818017304,99964.16238781076
12720.437296176498,1961.9234616828433,18637.28581835803,83916.2909056368,12308.275832109677,1961.9234616828433,3893.035427715257,83960.1218566773,3926.019944729157,1961.9234616828433,18637.28581835803,10494.87266225532,16624.346854966454,97498.4507978159
8038.999419318276,1980.5008141100504,15900.896454436395,81084.29467216464,8038.999419318276,1980.5008141100504,1079.0606180373716,81137.2317546075,475.20195783690866,1980.5008141100504,15900.896454436395,9712.490590372847,14006.498737086478,95187.45033576115
4353.389512698088,3648.849667960354,14128.036358638126,78411.06053419327,4353.389512698088,3648.849667960354,1511.993636039713,78196.1156046389,2869.798475495524,3648.849667960354,14128.036358638126,10361.147444532315,10937.703312330705,93042.69049333721
3804.3569003037337,3804.3569003037337,13403.125541749589,75868.21930048357,3804.3569003037337,3804.3569003037337,2440.9116210858483,75646.7575760445,3155.065633738543,3804.3569003037337,13403.125541749589,12708.821536919218,9422.989788277302,91075.91705800517
6764.510622787736,6194.191071326739,14141.190495548364,73266.79907097488,7424.03893930453,6503.06675586509,5400.119229017012,73270.22068391822,985.8024899172469,6194.191071326739,14141.190495548364,16025.640525375211,5210.435776836608,89298.89155891565
3815.0921421152775,3835.034778575216,14083.961920722728,71085.98419986821,4787.5638132996555,3835.034778575216,2472.6339314930933,71116.29601112822,164.4374767591974,3835.034778575216,14083.961920722728,19822.552970824312,3481.5996151280965,87723.14650043249
1118.0759311006095,930.441429464177,9730.745903701587,69132.68778279268,1118.0759311006095,930.441429464177,1789.4387375071315,69191.3780612108,874.8268859450618,930.441429464177,9730.745903701587,23880.973341951423,5964.323950282078,86359.70086196055
1595.2785886857991,85.8305610257296,5678.220112112748,67426.68632286799,1607.2853603589263,85.8305610257296,6293.364871041566,67446.81903844743,1595.2785886857991,85.8305610257296,5678.220112112748,28087.772310074553,9510.32357273681,85218.74556949464
5232.1301588619335,3319.985356475034,1908.0762209200375,65987.16341388055,5232.1301588619335,3319.985356475034,8628.733377832541,65987.16341388055,4847.103517584209,3319.985356475034,1908.0762209200375,32385.177892768403,13388.574979928755,84309.31426351517
9620.363715944226,5614.293691867299,2372.2058363542374,64831.872491437156,9620.363715944226,5614.293691867299,8203.769788676474,64831.872491437156,6944.521727928402,5614.293691867299,2372.2058363542374,36741.4099176732,18424.010460936337,83638.95980450363
14104.822507538714,6641.40629483798,1191.1143398021525,63957.74522709592,14104.822507538714,6641.40629483798,5203.910903807201,63976.21381223721,7688.7763439082955,6641.40629483798,1191.1143398021525,40851.19015378188,21136.511738247566,83213.46045886709
17624.691573217617,5681.3674284152075,1720.6704354262397,63391.358014807745,18616.095685742268,5681.3674284152075,1456.1524487606594,63386.35409053179,7604.674933018949,5681.3674284152075,1720.6704354262397,37095.46872665505,24995.143137944702,83036.58050834942
13085.922454816127,7850.602858038612,6010.800230910033,63139.99266460007,23138.50388555144,7850.602858038612,3002.4363571596737,63120.95794950169,5423.765923064079,7850.602858038612,6010.800230910033,33164.0961899477,28369.28470002534,83031.21173084922
8547.756973877513,11244.652064319476,8376.141967756426,63212.11722418276,28048.19168434407,11244.652064319476,7424.529520768585,63179.36753838492,2967.3454680900263,11244.652064319476,8376.141967756426,30242.10002139052,26706.742862499625,83031.21173084922
4012.247072834941,8326.381619457681,3951.764050223017,63606.631253575666,25814.390105508144,13527.116790973574,8036.007740211881,63550.687902709506,244.56429616113473,8326.381619457681,3951.764050223017,27370.22240785852,25833.681554545426,83031.21173084922
553.1277558848969,6407.550964600117,546.0281355090158,64317.60246684389,24231.529201805766,9724.550775039188,3566.604649770337,64223.566530779346,553.1277558848969,6407.550964600117,546.0281355090158,25182.752818554218,23524.479833484034,83031.21173084922
3829.286360771746,6051.327870305949,300.2420216385062,65334.70045314566,16291.0190635925,6879.853013665542,902.2089162758303,65210.44334765846,3701.905550222438,6051.327870305949,300.2420216385062,23490.21358835351,21216.87962669453,83031.21173084922
8083.117782772527,6424.902328723936,4123.272672904586,66643.91040320978,11895.34604304407,6424.902328723936,5370.432496352796,66480.59590011633,7276.249759146254,6424.902328723936,4123.272672904586,22618.534750559957,19703.01673230359,83031.21173084922
7693.984428709192,9457.433995385718,2107.288906211851,68228.41837376675,7667.814627621084,8741.159343080453,7736.431071814273,68028.34535498847,7484.730159618219,9457.433995385718,2107.288906211851,22405.479924245938,19171.849911202262,83031.21173084922
3502.0469762827684,7020.828738536552,2636.365169683846,70069.55021728759,4098.01712424142,9862.227825726068,4037.73149722297,69835.23672922852,3502.0469762827684,7020.828738536552,2636.365169683846,22965.31882917123,17269.353838304865,83031.21173084922
25.03127778197985,5557.837187892124,902.1461961143557,72147.66184215347,1300.4463945294776,7662.921160341708,317.7965245328277,71881.73007374465,25.03127778197985,5557.837187892124,902.1461961143557,24214.45397073122,14924.098939965133,83031.21173084922
7.960501777578379,997.1222564653375,2168.5591389192987,74442.90914468752,5232.8565136204425,7798.38795526944,1594.4216619082695,74147.98840495323,7.960501777578379,997.1222564653375,2168.5591389192987,26203.496804760027,11235.330270115654,83031.21173084922
1504.2742312458784,1523.1502644311765,5624.51051528544,76935.8604173285,8694.262805352859,8517.0819152284,5425.549757640463,76614.51168922475,874.4829064979322,1523.1502644311765,5624.51051528544,28791.577504399873,6706.595794206391,83031.21173084922
5881.756297413402,4196.918739414788,9790.709016664667,66476.13476399501,7987.963190093458,7987.963190093458,8686.093506126306,79271.45871808748,3487.2922263757278,689.3013525634581,9790.709016664667,31827.76285998895,2196.412208752772,83031.21173084922
10621.93700257939,236.84898642118026,14167.617691541438,62420.90992548055,9653.94011766451,9457.199374382355,10612.723300590835,82081.27981058942,2924.8726290586337,236.84898642118026,14167.617691541438,35115.53856638497,2242.13083916385,83031.21173084922
7223.193585225225,4733.117384437626,18622.045046479645,58438.055851308745,7223.193585225225,6693.825282790741,6693.825282790741,85038.97034238918,5849.996422632848,4733.117384437626,18622.045046479645,38658.90981920092,6748.461370916693,83031.21173084922
2804.640390478541,1958.8051962242466,23109.20720372197,54543.42987889853,2804.640390478541,1958.8051962242466,4267.806126290017,88129.64304669053,2650.1343221219813,1958.8051962242466,23109.20720372197,42233.126738766434,11298.98619589487,83031.21173084922
442.3423497273236,315.9543019253053,27613.149596966876,50757.346480558896,442.3423497273236,315.9543019253053,5731.537255077977,80261.42144211284,442.3423497273236,315.9543019253053,27613.149596966876,34178.469732599064,12992.55832716751,83031.21173084922
2360.472060646933,363.3663890537121,32126.81469409214,47105.9859204619,2360.472060646933,363.3663890537121,9418.935380113482,75734.43831457983,2360.472060646933,363.3663890537121,32126.81469409214,29644.128875614355,10568.837836890949,83031.21173084922
73.08420751188143,148.70785504955262,36646.609169627984,43623.192195001735,73.08420751188143,148.70785504955262,13631.273894932474,71208.83622136261,73.08420751188143,148.70785504955262,36646.609169627984,25111.43726941995,5508.810556351148,83031.21173084922
4080.605831753764,102.678713167139,41170.51341320708,40352.63641211379,4080.605831753764,102.678713167139,18003.787028501672,66684.89761565169,1020.9281012411088,102.678713167139,41170.51341320708,20581.486138985023,1105.6469138848615,83031.21173084922
6575.148718877019,4340.578034036139,45697.30588741509,37350.11491045621,6575.148718877019,4340.578034036139,22443.049400629006,62162.98696862025,4014.8175913093096,4340.578034036139,45697.30588741509,16056.596765687196,3349.2510585120085,76850.45046316898
3549.1273230476218,3549.1273230476218,50226.204662563425,34685.305417621894,11702.97382332065,8617.264482843502,29965.145106951495,57643.582834496934,1459.6284234923953,2751.6126569263083,50226.204662563425,11542.725338468124,3156.468766407041,74771.50924222579
3343.657913230526,2777.034626874902,54756.6860908366,32441.536624162254,13565.19942409613,14400.771649353772,29744.010447926223,53127.32619188796,597.8275624004629,1374.1320062050986,54756.6860908366,7061.035989435196,2663.403278728734,72914.09007635225
2482.2929562811314,15.294681627165353,59288.38633299766,30711.23218026837,16499.32266293057,17487.562172211266,26097.503080765513,48615.09555766931,2399.767223958951,15.294681627165353,59288.38633299766,2772.2705632797565,1212.542932860792,71295.50911257471
2177.249133623283,684.7547445087604,63821.04472095289,29584.622529412918,17474.434905788155,18617.339936343924,20147.441737945337,44108.127857508574,873.9312039354422,684.7547445087604,63821.04472095289,156.34109617404758,281.8424079226945,69932.35244809849
4784.430576719943,578.5606731423356,68354.4696015186,29131.83208038206,12965.81112427809,12965.81112427809,15609.786302092192,39608.22107246444,1637.0368869931747,578.5606731423356,68354.4696015186,2549.205086542706,98.86894766835948,68839.7957552785
1704.273318842447,920.9171572372982,72888.51690113675,29384.0269407118,8490.393778201116,8490.393778201116,11073.364222871664,35118.09096458573,1016.9328932925794,920.9171572372982,72888.51690113675,7062.102544353882,2599.356881906077,68030.87785081117
1652.2812250112042,348.2373589898551,77423.0762093711,30323.622526513213,4156.860000284871,4156.860000284871,6540.74460917192,30642.037115185514,1652.2812250112042,348.2373589898551,77423.0762093711,11594.67890169796,2693.124644210668,67515.79468748061
1309.1239470888354,925.22238691228,81958.06147529391,31889.916238742742,987.5223888791473,1770.1824704386086,2037.469838257498,26187.279903326176,231.68987653178937,428.24357523771005,81958.06147529391,12593.065092192683,6885.513160150387,67301.29323550443
