IntrusionsBndys_FaultedBndys,IntrusionsBndys_GeologicalBndys,IntrusionsBndys_IntrusiveBndys,IntrusionsBndys_UnconformableBndys,MetamorphicBoundaries_Faults,MetamorphicBoundaries_GeologicalBndys,MetamorphicBoundaries_MetamorphicBndys,MetamorphicBoundaries_Unconformities,RockUnitBndyFaults_LAO_Faulted boundary,RockUnitBndyFaults_LAO_Geological boundary,RockUnitBndyFaults_LAO_Intrusive boundary,RockUnitBndyFaults_LAO_Unconformable boundary,MetamorphicIsograds
0.6800557471129858,0.1167174504270145,8.15780842600782,6.452771852947314,1.0951800805487584,1.3131912040996894,1.0951800805487584,5.6758258486072055,3.2518610813988924,3.7953125891427377,7.119548360015023,5.580600193090505,0.09109121339774758
0.0617406882198792,0.3521613478078122,0.0477430861509736,3.365846876334059,0.5605391520058827,0.5512668533807811,1.934793889753104,1.8705465953119187,0.007342847268733055,0.07828569136830368,0.0477430861509736,1.8643828784823835,0.02831221708479999
0.03647932591533528,0.025990468568771956,1.4250555349385432,4.959731428142493,0.1197026208590743,0.41645285120245196,0.06635903582610062,0.6096204593407424,0.5155752868135766,0.47517393144073167,1.9671369830317917,4.700944233017702,0.5010856754468296
0.19548171015302013,0.09356021974156392,0.2727406848981323,0.49706331786211766,0.6124382878573837,0.6308100726295105,0.10218626253624764,0.6210882883495804,0.048565418379741696,0.0022594397359735545,0.2727406848981323,0.03989171507917511,0.16638136259820946
0.03424500276987806,0.028147088058267898,0.4249099122308224,1.1205630704720149,0.03424500276987806,0.028147088058267898,0.15010627672635832,0.4768931570791807,0.002487554876036351,0.028147088058267898,0.4249099122308224,0.4768931570791807,0.014058567737593267
0.5454132163133821,0.539374994306439,0.5230121209895067,5.477062771442635,0.19890045182148422,0.19890045182148422,0.3343673110136362,0.9724273677912084,1.0870015304299314,1.0720331869639663,3.400805943580014,5.477062771442635,0.586173943151028
0.18735836069600248,0.1526872681729966,1.326275636378971,4.977751718306454,0.219057272111859,0.21411549106528135,0.09227934182620288,0.509134354761506,0.47302473854477634,0.3694736466884491,2.578295183056384,4.977751718306454,0.8867872066365325
0.13388740650573547,0.16432330528115677,0.1310827027184448,3.5966468307995787,0.803066804176543,0.7965261903719831,1.2813315478575555,2.7755265232464286,0.06263412988871742,0.044823000037767846,0.1310827027184448,2.769762350827624,0.12067822896168111
0.8037031971413164,0.12948757564208693,0.886038279260916,5.094791325890367,0.3043637907955859,0.4535243893693481,0.7348117119420808,1.4348049066680566,0.949928680782774,0.949928680782774,3.6313013619084087,5.094791325890367,0.11961210147082575
0.006860051943117399,0.014496120807100176,0.41474234507728924,0.9328797328281385,0.01703964808025177,0.0062999095662681056,0.2739689006382047,0.34576107419755925,0.004401054078567485,0.014496120807100176,0.41474234507728924,0.34576107419755925,0.06440900599145953
0.7162139678844028,0.03673448067740094,3.7695517961880536,1.5479031470966083,7.303880052650297e-05,0.595547482861641,3.0129331702584185e-05,2.533353904953732,7.303880052650297e-05,0.03673448067740094,1.8631688981143482,1.5479031470966083,0.015946341897805572
0.13293462143390947,0.04793297289738132,1.8107316987210684,0.3255330755305672,0.02227763298120287,0.044931545403321616,0.044931544514092515,0.32456555583768587,0.003172033573995752,0.017146359002553596,1.8107316987210684,0.24658186203038,0.044308461051672014
0.05673607306004646,0.031260319687085245,1.5566294629844373,0.013513386790696759,0.5421290251596181,0.5454700735592487,0.11892756638369445,0.6967979258318455,0.0040959253903875455,0.031260319687085245,1.5203909165307374,0.013513386790696759,0.024137269927622013
1.1262934186528288,0.002776608781727862,3.5815052415059707,1.651537517262267,0.32019977200160343,0.2282190078346563,0.06461104570218751,2.1087628499480044,0.028075577484690726,0.002776608781727862,2.15776263471838,1.608783186466947,0.01571645420478947
0.3640213895985917,0.357269953951793,1.7298898910136817,4.274106401988705,0.2793159533592362,0.23653949657386728,0.8122994251072276,1.876280790683544,0.6205045015139539,0.704503985747367,3.534596922079911,4.274106401988705,0.3471735313322547
0.04532329727939183,0.06638385387810412,2.1980793480626195,0.05550189306353756,0.7219653129566845,0.5228904649325726,0.2956924381606866,1.8815412437638135,0.04532329727939183,0.06638385387810412,0.6481294869754168,0.05550189306353756,0.03475631810516868
0.34049699250161347,0.39492821494977093,2.251758024450265,3.6943893871941573,0.22738878147158112,0.23432997895173102,0.6382732098263629,2.033896943966766,0.12015163572043672,0.19918243821432316,2.9662826197189136,3.6943893871941573,0.3302865464104417
0.5453552101877149,0.2896074986030362,1.97293807704688,6.310764541716489,0.020104247501020654,0.05487892013642967,0.049044656021124,0.049044656021124,1.800199704315703,1.8191440080420027,2.3574404565894542,5.78829948426182,0.06110569381691739
0.41155602603989355,0.2990614325589041,1.5048318267357879,4.7481175307662475,0.3884142167848558,0.42322316694813805,0.10276215675328251,0.7103880940481555,0.27892523823598,0.20235666415819872,2.501528520594985,4.7481175307662475,0.7237248110636189
0.42676294075580395,0.4572700559695185,0.10178970122185788,4.8535422636359185,0.18849865285151254,0.2961993478195311,0.2886833659265023,1.529251293134794,0.18849865285151254,0.5551389124405213,0.6281788651500866,4.206658514779156,0.10179286875501352
0.24277755756208913,0.22291445941162258,0.6612911277100012,5.890822101314985,0.006079603434932783,0.009649134327801906,0.013432352191214131,0.6779262241794174,1.4073472177603494,1.2986476205829722,3.188484123711754,5.890822101314985,0.7375683606477077
0.3330827983025872,0.14346467182913186,0.10540946463112007,3.658387848651376,0.8633625696555373,0.9640807877279554,0.7929752710654445,2.5031779866262744,0.042795754985856145,0.04817532224792645,0.10540946463112007,2.994312922209278,0.09579637037201578
0.17829100194878325,0.15277671422798395,1.0124141479875766,0.2435455097311356,0.006506169555919355,0.035126247605273234,0.006068441599238312,0.5512808382625762,0.006506169555919355,0.009372680840376808,1.0124141479875766,0.011532086755590398,0.15867304885423608
0.13610107432118645,0.08988011177150057,3.5524281332009155,2.024936408372304,0.009824484352107027,0.43868319489971286,0.009528751760189467,3.591224248253173,0.009824484352107027,0.11363489688127074,1.3430169548488178,2.024936408372304,0.07556324045093306
0.9594038496533754,0.8891862223444559,5.8521261377040155,3.7131914861576507,0.2601039459245311,1.9348394266915279,0.3311820288162013,4.181114519577417,0.2601039459245311,0.2173464285447728,3.934490964017624,3.7131914861576507,0.8607591707687863
0.545404177713949,0.15277171074401935,7.993799954187042,6.218256289482087,0.8067421502318053,1.315476241068387,0.8067421502318053,5.459346993942015,3.322160143275714,3.8470072423647874,7.06030100544601,5.393092137932326,0.14712180275730682
0.9415550076668571,0.00831668572681777,4.268030409539406,2.082298157338865,0.37190654815187507,0.951242077828125,0.34184374126626366,2.892230063966066,0.30668887682255863,0.00831668572681777,2.3706537530692477,2.082298157338865,0.012053811550647144
0.6569840027362642,0.12701485916736924,3.726351290713102,1.213574752679367,0.2454357463493875,0.0455129940144311,0.8745011099455371,0.8848793922484286,0.2454357463493875,0.12701485916736924,3.726351290713102,0.8848793922484286,0.10570078611830759
0.2819128638388569,0.06912204316990984,0.36822100052864415,1.4082011352633483,0.24212642773175014,0.6410273169781289,0.02493863667494536,0.827398029602895,0.07270680963051876,0.0562721703663744,0.36822100052864415,0.6262655303768114,0.032905436764096456
0.21435842347410727,0.07973394945880125,2.560866662332623,0.28490117175538304,0.39985406381621835,0.29394733847449056,0.12846713408737367,0.2914566136460039,0.12705666661265472,0.026780631284236845,2.560866662332623,0.12940869214059741,0.0612392813985016
0.043334691882137184,0.01836016797110579,0.10905307108366352,0.1494606043554757,0.6643881275995939,0.3667589433460563,0.17474114000591734,1.4809429358585187,0.014480740053783083,0.01836016797110579,0.10905307108366352,0.04575475288514099,0.0033966428852098196
0.5413730452325887,0.5174102795635261,4.077924713872526,3.025284228727666,0.771049883566498,0.5594913641510741,0.09106554979540103,4.291412771687938,1.151630377523637,1.1772244161553191,2.4570368439447465,3.025284228727666,0.5073160882573209
